case,file,ssim_hazy,psnr_hazy,ssim_restored,psnr_restored,ssim_delta,psnr_delta,fallback_used,runtime_s
TLH_10,TLH_10_001.png,0.8950052388856942,13.65581771066437,0.714767306543439,15.965775790026203,-0.18023793234225516,2.3099580793618326,False,1.643639087677002
TLH_10,TLH_10_017.png,0.8941715640905495,13.034482239761008,0.6820828715224898,18.243416167131397,-0.21208869256805973,5.2089339273703885,False,0.7751762866973877
TLH_10,TLH_10_024.png,0.8766378081089414,12.675387047693121,0.7217011009950989,18.64146391174327,-0.15493670711384255,5.966076864050148,False,0.7972714900970459
TLH_10,TLH_10_025.png,0.838908857779993,12.415496371424092,0.7352625197299487,18.639064264791386,-0.1036463380500443,6.223567893367294,False,0.7082653045654297
TLH_10,TLH_10_040.png,0.9091520863608882,13.470169404604086,0.6811523429283397,18.78693990318722,-0.22799974343254847,5.316770498583136,False,0.7307870388031006
TLH_10,TLH_10_065.png,0.8398533351763202,12.109736901391644,0.7472145475384001,18.497817605789432,-0.0926387876379201,6.3880807043977885,False,0.7733678817749023
TLH_10,TLH_10_066.png,0.8528276271982334,12.053427179824034,0.8110868835963997,19.630846293741893,-0.04174074360183366,7.577419113917859,False,0.7553055286407471
TLH_10,TLH_10_067.png,0.8693985811687771,12.821502724302789,0.7467511528464746,19.61769534608436,-0.12264742832230247,6.796192621781572,False,0.7509031295776367
TLH_10,TLH_10_068.png,0.8762641927488314,13.189160658947053,0.7697618131450823,19.61147927621392,-0.10650237960374909,6.422318617266868,False,0.8729903697967529
TLH_10,TLH_10_069.png,0.8687055510871886,12.862953528949815,0.7951737518176086,18.96320254820512,-0.07353179926957998,6.1002490192553065,False,0.7790279388427734
TLH_10,TLH_10_070.png,0.8744391340690456,13.117955644964896,0.782496596246643,18.42495179073254,-0.09194253782240258,5.306996145767643,False,0.7669095993041992
TLH_10,TLH_10_076.png,0.8615575851296046,13.081469885218826,0.7806895730865693,19.404469391651286,-0.08086801204303529,6.32299950643246,False,0.7762777805328369
TLH_10,TLH_10_086.png,0.8655095183858577,12.647807995486808,0.7558216287208007,21.46549140064298,-0.10968788966505694,8.81768340515617,False,0.8297140598297119
TLH_10,TLH_10_100.png,0.793635050797256,11.519012052315071,0.7283696347551788,16.57325947835808,-0.06526541604207725,5.054247426043007,False,0.8016817569732666
TLH_10,TLH_10_101.png,0.8376036826454639,13.179311115254226,0.7418673803072077,17.04533879011377,-0.09573630233825625,3.866027674859545,False,0.7689225673675537
TLH_10,TLH_10_102.png,0.8387850459372571,12.085560082203205,0.7141517909465911,18.930498706589834,-0.12463325499066602,6.844938624386629,False,0.7780656814575195
TLH_10,TLH_10_103.png,0.8000784702984808,11.784524676875861,0.718442936909461,17.24136746415633,-0.08163553338901974,5.456842787280468,False,0.8617415428161621
TLH_10,TLH_10_1049.png,0.6584217514638052,9.912119391376347,0.7871959633925034,21.401300921478747,0.1287742119286982,11.4891815301024,False,0.5831735134124756
TLH_10,TLH_10_1050.png,0.6863149195187082,10.379390315811625,0.7036154843905433,17.331666743831477,0.017300564871835178,6.952276428019852,False,0.7406926155090332
TLH_10,TLH_10_1051.png,0.6910914155961244,10.3422199217285,0.7707874129021047,20.63021412804439,0.07969599730598032,10.28799420631589,False,0.5588147640228271
TLH_10,TLH_10_1056.png,0.7012962434117862,10.348956308127441,0.7847617345612328,20.942541662088857,0.08346549114944657,10.593585353961416,False,0.5598528385162354
TLH_10,TLH_10_1057.png,0.7325857833579119,11.22794343286378,0.7667649859090914,19.779030867233892,0.034179202551179455,8.551087434370112,False,0.7643871307373047
TLH_10,TLH_10_1068.png,0.7842313322984165,11.816585290912734,0.760691330335033,20.00868860172632,-0.02354000196338346,8.192103310813586,False,0.8235254287719727
TLH_10,TLH_10_1069.png,0.7871045384264338,11.870906441346685,0.7613585935462145,19.87916785328441,-0.025745944880219307,8.008261411937726,False,0.8312346935272217
TLH_10,TLH_10_107.png,0.8896388694939186,13.104265332861946,0.7744953342784631,18.017910589054317,-0.1151435352154555,4.913645256192371,False,0.6944668292999268
TLH_10,TLH_10_1072.png,0.7836095213618333,11.707812782828999,0.7809458892526643,20.629613966245017,-0.0026636321091689785,8.921801183416019,False,0.7359423637390137
TLH_10,TLH_10_1073.png,0.783523465670144,11.741328135195639,0.759025300665056,19.444655840237218,-0.024498165005087946,7.703327705041579,False,0.8008716106414795
TLH_10,TLH_10_1074.png,0.7871994993074694,11.951655333433253,0.7408921348203741,18.499496176187403,-0.04630736448709527,6.54784084275415,False,0.7546834945678711
TLH_10,TLH_10_108.png,0.8931451192473824,13.587091514557502,0.7708686266986368,18.058121355297484,-0.12227649254874562,4.471029840739982,False,0.8557240962982178
TLH_10,TLH_10_1082.png,0.777071230825715,11.639735008445989,0.7771540143366436,20.513832977344833,8.27835109284969e-05,8.874097968898845,False,0.8468000888824463
TLH_10,TLH_10_1083.png,0.7916749315729896,12.06223586033116,0.7724737730531787,19.927546440492485,-0.019201158519810968,7.865310580161324,False,0.7999157905578613
TLH_10,TLH_10_1084.png,0.7794352932397518,11.814036336954496,0.7751776995081373,19.747966699105355,-0.004257593731614495,7.933930362150859,False,0.7706882953643799
TLH_10,TLH_10_1085.png,0.755486705311366,11.274238779607824,0.7847531723664326,20.309570344897317,0.029266467055066636,9.035331565289493,False,0.8549973964691162
TLH_10,TLH_10_1087.png,0.8208846948275357,13.0651659404541,0.7756505337116696,20.054540848955973,-0.04523416111586609,6.989374908501873,False,0.7645206451416016
TLH_10,TLH_10_1104.png,0.7400211006305645,11.118203863750347,0.800003678978867,21.289589810541564,0.05998257834830256,10.171385946791217,False,0.6735482215881348
TLH_10,TLH_10_111.png,0.8582932724523512,12.16061439444413,0.7387455131999423,19.76690022438187,-0.1195477592524089,7.606285829937741,False,1.2142834663391113
TLH_10,TLH_10_1111.png,0.7820519028271912,11.489497665796486,0.8071766169486881,19.74424038043182,0.02512471412149697,8.254742714635332,False,1.1475238800048828
TLH_10,TLH_10_1120.png,0.719612183329383,10.570357132887073,0.7645966538550524,19.289752137046698,0.04498447052566934,8.719395004159624,False,1.2817392349243164
TLH_10,TLH_10_1121.png,0.7830988783819826,11.47649819459955,0.7384668118962586,18.772630516102367,-0.04463206648572393,7.296132321502817,False,1.0034818649291992
TLH_10,TLH_10_1127.png,0.783510256893641,11.857655695918831,0.7473043884821272,18.273190203493506,-0.03620586841151374,6.415534507574675,False,0.9539055824279785
TLH_10,TLH_10_1129.png,0.8124270658900212,12.185307209056614,0.7771245142372378,20.056467874834723,-0.0353025516527834,7.87116066577811,False,0.9094667434692383
TLH_10,TLH_10_1134.png,0.8048810217423463,11.867114060421988,0.7181719236671809,18.92885295716949,-0.08670909807516547,7.061738896747501,False,0.9854433536529541
TLH_10,TLH_10_1135.png,0.7714134331374415,11.320079726686494,0.7748828766713819,20.098357672827277,0.0034694435339404084,8.778277946140783,False,0.9827966690063477
TLH_10,TLH_10_1136.png,0.8006444157634549,11.826111058562406,0.8021997013520806,21.85422151774771,0.001555285588625721,10.028110459185305,False,0.8117234706878662
TLH_10,TLH_10_1137.png,0.8125603405452546,12.19844706524118,0.7789275273478923,21.394830192353204,-0.03363281319736233,9.196383127112025,False,0.846747636795044
TLH_10,TLH_10_1138.png,0.8124413121945538,11.94770713916197,0.796118122168537,20.664380313027376,-0.0163231900260169,8.716673173865406,False,0.7918663024902344
TLH_10,TLH_10_1139.png,0.8023750633179709,11.8222423806985,0.7806735305556485,19.63458518481804,-0.02170153276232245,7.81234280411954,False,0.7667617797851562
TLH_10,TLH_10_1140.png,0.799723365563734,11.737219701550398,0.7433431231962632,19.11965133318667,-0.056380242367470856,7.382431631636273,False,0.8421390056610107
TLH_10,TLH_10_1141.png,0.767471216401203,11.25471448104335,0.7097491206021986,18.308545743881453,-0.057722095799004336,7.053831262838102,False,0.8275208473205566
TLH_10,TLH_10_1147.png,0.7274485572702175,10.916705278269927,0.7385816807384316,18.543315426966934,0.011133123468214046,7.626610148697008,False,0.7838888168334961
TLH_10,TLH_10_1148.png,0.7059307455334516,10.466366374254894,0.7216986380232103,18.373826720881144,0.01576789248975874,7.90746034662625,False,0.9167954921722412
TLH_10,TLH_10_115.png,0.8179022341867922,11.917891441796563,0.7401980207976703,18.556687469699465,-0.07770421338912192,6.638796027902902,False,0.7525224685668945
TLH_10,TLH_10_116.png,0.8233991759292719,11.90231695243514,0.7184809972005253,19.216511502780488,-0.10491817872874665,7.3141945503453485,False,0.7589015960693359
TLH_10,TLH_10_1161.png,0.7172393286979791,10.792357168681189,0.8035644758005446,21.67024003059058,0.08632514710256545,10.877882861909391,False,0.49996137619018555
TLH_10,TLH_10_117.png,0.8394156290122564,12.276908864548844,0.8327685135753733,20.712458483708875,-0.006647115436883122,8.435549619160032,False,0.7435381412506104
TLH_10,TLH_10_1170.png,0.6906003467573948,10.125419300440479,0.7944360696966025,22.1786972791246,0.10383572293920773,12.05327797868412,False,0.5565516948699951
TLH_10,TLH_10_1171.png,0.667140492827355,9.911809550809927,0.8139426233048601,21.447319879694447,0.14680213047750512,11.53551032888452,False,0.551504373550415
TLH_10,TLH_10_118.png,0.838511300076334,12.40636459564212,0.7095064069643393,18.58444582140833,-0.1290048931119947,6.17808122576621,False,0.7949244976043701
TLH_10,TLH_10_1211.png,0.739341226883254,10.612776935810938,0.7522898236323712,17.961375799144083,0.012948596749117192,7.3485988633331445,False,0.8738069534301758
TLH_10,TLH_10_1212.png,0.7642621039050287,11.751498108100352,0.7703243581384712,19.58905805879254,0.006062254233442532,7.837559950692187,False,0.7920196056365967
TLH_10,TLH_10_1214.png,0.8138625186727224,12.743080606695433,0.7737150059282151,19.04917638769979,-0.04014751274450734,6.306095781004359,False,0.7408664226531982
TLH_10,TLH_10_135.png,0.8634730974593744,12.94975822872399,0.7420115147911847,18.463512096909486,-0.12146158266818974,5.513753868185496,False,0.7209539413452148
TLH_10,TLH_10_1359.png,0.6799642700641725,10.818775038515973,0.8494223810702765,22.608337509251058,0.16945811100610397,11.789562470735085,False,0.501760721206665
TLH_10,TLH_10_136.png,0.8385521329725877,12.235420830354148,0.7646286539049975,19.66709355147415,-0.07392347906759023,7.431672721120002,False,0.8022727966308594
TLH_10,TLH_10_1360.png,0.6612066870645159,10.418273211346127,0.8466071054204057,22.251020253384652,0.18540041835588983,11.832747042038525,False,0.569138765335083
TLH_10,TLH_10_1361.png,0.6767086536823023,10.91418550859309,0.8368852098951723,22.35093805448161,0.16017655621287008,11.43675254588852,False,0.5787985324859619
TLH_10,TLH_10_1362.png,0.686520532754314,11.005979385386752,0.8353085849488427,22.612041556930205,0.14878805219452873,11.606062171543453,False,0.5663619041442871
TLH_10,TLH_10_1363.png,0.6631341669250859,10.417618954323691,0.7813991603632805,19.738539750181328,0.11826499343819463,9.320920795857637,False,0.6474339962005615
TLH_10,TLH_10_1364.png,0.6787857463743061,10.843766954834752,0.7745294870728969,19.466858175149508,0.09574374069859082,8.623091220314755,False,0.5157260894775391
TLH_10,TLH_10_1366.png,0.6478859015253655,10.386331111416887,0.6940570338465958,16.070435011795766,0.04617113232123027,5.684103900378879,False,0.7518298625946045
TLH_10,TLH_10_137.png,0.8525074695129617,12.678617767234009,0.6946973178950261,16.72040769614493,-0.15781015161793566,4.041789928910923,False,0.7604875564575195
TLH_10,TLH_10_1375.png,0.753314156526342,11.72776286406436,0.8558063027810253,21.87815632610394,0.10249214625468328,10.150393462039581,False,0.606802225112915
TLH_10,TLH_10_138.png,0.8401544731944003,12.487738593774742,0.8096508747847361,19.13092223086785,-0.030503598409664212,6.643183637093108,False,0.8539624214172363
TLH_10,TLH_10_139.png,0.8184990858560787,11.706343432260852,0.7374754157389506,18.9954787744847,-0.08102367011712808,7.289135342223847,False,0.7491309642791748
TLH_10,TLH_10_144.png,0.8579377352756871,13.125339449533236,0.7419765288166041,18.64819824865878,-0.11596120645908292,5.522858799125544,False,0.7274138927459717
TLH_10,TLH_10_145.png,0.8477613624621207,12.766886003258769,0.7368687476651988,18.983329241334275,-0.11089261479692192,6.216443238075506,False,0.759352445602417
TLH_10,TLH_10_1471.png,0.7008155260868394,10.836712594410843,0.8052732129366819,21.34700044978663,0.10445768684984247,10.510287855375788,False,0.513601541519165
TLH_10,TLH_10_1472.png,0.6473328851342992,9.731553127453056,0.7985648598874142,21.660327480789583,0.151231974753115,11.928774353336527,False,0.5118227005004883
TLH_10,TLH_10_153.png,0.857773780874528,13.384116022903136,0.7271882212755422,17.843544688660725,-0.13058555959898588,4.459428665757589,False,0.8175110816955566
TLH_10,TLH_10_154.png,0.8540108920651235,12.852717023026113,0.7865516300416915,17.177558163856173,-0.067459262023432,4.32484114083006,False,0.8113577365875244
TLH_10,TLH_10_1544.png,0.6392816653551999,10.171863825806295,0.7135546343146527,15.801904589122078,0.07427296895945279,5.630040763315783,False,0.5353689193725586
TLH_10,TLH_10_1547.png,0.6338675859792069,10.119551205782534,0.7890318920085463,18.675671895516032,0.1551643060293394,8.556120689733499,False,0.6703922748565674
TLH_10,TLH_10_1548.png,0.6153032843125428,9.48493654725428,0.6999400417695393,15.579532638392502,0.0846367574569965,6.0945960911382215,False,0.5317773818969727
TLH_10,TLH_10_1598.png,0.5008068464214802,8.61027595748048,0.6171334754706979,13.72002885251316,0.11632662904921764,5.109752895032679,False,0.579010009765625
TLH_10,TLH_10_1603.png,0.6179176679057464,9.991030129082771,0.7059503207219605,15.974872567628708,0.08803265281621409,5.983842438545937,False,0.5019383430480957
TLH_10,TLH_10_1604.png,0.644358279738919,10.082680254469558,0.7540755378885508,18.329114066850273,0.10971725814963174,8.246433812380715,False,0.4848005771636963
TLH_10,TLH_10_1605.png,0.693555956666564,10.69869512815375,0.791925328541946,20.076484145076954,0.09836937187538197,9.377789016923204,False,0.4908106327056885
TLH_10,TLH_10_1606.png,0.672311903786503,10.521026251991696,0.8438005353037704,23.611845679272744,0.17148863151726745,13.090819427281048,False,0.5399260520935059
TLH_10,TLH_10_1607.png,0.6656365716075605,10.243112734235591,0.786069700363377,18.1642609972278,0.12043312875581647,7.921148262992208,False,0.5669400691986084
TLH_10,TLH_10_1608.png,0.6834492464335973,10.203393934564016,0.7595449741334359,17.529869361459326,0.07609572769983863,7.3264754268953105,False,0.5406053066253662
TLH_10,TLH_10_164.png,0.8719393578432372,13.572568501627721,0.7186330282389639,17.644898719001276,-0.15330632960427326,4.072330217373555,False,0.8106949329376221
TLH_10,TLH_10_165.png,0.8689833232884208,13.314901571966978,0.7262694407406362,18.05718644208649,-0.1427138825477846,4.742284870119512,False,0.901996374130249
TLH_10,TLH_10_167.png,0.8246509892806572,12.086517837662452,0.7421384554755992,18.761216935997194,-0.08251253380505796,6.674699098334742,False,0.7921264171600342
TLH_10,TLH_10_169.png,0.820814028199439,11.970631805928392,0.7391908989075239,19.033935590517,-0.08162312929191518,7.063303784588609,False,0.7942807674407959
TLH_10,TLH_10_170.png,0.8046801417495832,11.730091389704766,0.7408031270822938,18.87808187376684,-0.06387701466728946,7.147990484062072,False,0.9192359447479248
TLH_10,TLH_10_171.png,0.835255817822958,12.625927456298847,0.7510127512611735,18.425848023137174,-0.08424306656178449,5.799920566838328,False,0.7845966815948486
TLH_10,TLH_10_173.png,0.8439961284452548,12.694571317219328,0.7300218369107138,18.387207498172064,-0.11397429153454108,5.692636180952736,False,0.7461268901824951
TLH_10,TLH_10_174.png,0.8217262784701794,12.233890030816017,0.7207846320650254,18.560795915910006,-0.10094164640515402,6.326905885093989,False,0.8002309799194336
TLH_10,TLH_10_175.png,0.8188681521328554,12.169482133161937,0.7377663446772894,18.76647420130201,-0.08110180745556594,6.596992068140073,False,0.7881052494049072
TLH_10,TLH_10_176.png,0.8341284260535071,12.400112575224444,0.723932281850652,18.40391200553929,-0.11019614420285517,6.003799430314846,False,0.9042332172393799
TLH_10,TLH_10_177.png,0.8443010594939174,12.945827415271026,0.7266219830822523,18.305035160273093,-0.11767907641166508,5.359207745002067,False,0.7429578304290771
TLH_10,TLH_10_178.png,0.8471978696796697,12.894696245977377,0.7575839579177063,18.002046323863013,-0.08961391176196343,5.107350077885636,False,0.7710506916046143
TLH_10,TLH_10_1782.png,0.5591413422940344,9.37412356917458,0.7437408705023499,18.400379453465646,0.1845995282083155,9.026255884291066,False,0.49860167503356934
TLH_10,TLH_10_1783.png,0.5738233055738806,9.689782395549967,0.7245754575580802,17.433996084709054,0.15075215198419956,7.744213689159087,False,0.5626940727233887
TLH_10,TLH_10_1784.png,0.5591919553587666,9.29721548253599,0.7329310598047295,17.987351478051398,0.17373910444596286,8.690135995515408,False,0.5533249378204346
TLH_10,TLH_10_1785.png,0.5653441594587818,9.416203382396485,0.6568973853958792,14.593049980696629,0.09155322593709736,5.176846598300143,False,0.5265703201293945
TLH_10,TLH_10_179.png,0.8560798663638179,13.300703767864874,0.7167276087360712,18.415705272299114,-0.13935225762774672,5.11500150443424,False,0.8822982311248779
TLH_10,TLH_10_181.png,0.8694595539752749,13.61902880647924,0.6855102013905123,16.969776788558768,-0.18394935258476253,3.350747982079527,False,0.7893187999725342
TLH_10,TLH_10_182.png,0.8516964640358899,12.94767145331444,0.6932220502459201,17.674376665604925,-0.15847441378996985,4.726705212290485,False,0.7275543212890625
TLH_10,TLH_10_183.png,0.8666598033267252,13.31328899382682,0.713813705510975,18.265225714569983,-0.1528460978157502,4.951936720743163,False,0.7764666080474854
TLH_10,TLH_10_188.png,0.8572550625779264,12.926227735825975,0.7212683267709364,17.55207662368081,-0.13598673580698994,4.625848887854836,False,0.7735068798065186
TLH_10,TLH_10_189.png,0.8590724473256824,13.303242146715542,0.7343360687539979,17.893568064744827,-0.12473637857168451,4.590325918029285,False,0.8171253204345703
TLH_10,TLH_10_190.png,0.8635254379579925,13.297406196698775,0.7277473729866608,18.373573047957713,-0.1357780649713317,5.076166851258938,False,0.8029892444610596
TLH_10,TLH_10_191.png,0.8429248369436445,12.511897538146568,0.7130197895902617,18.22599085207336,-0.12990504735338282,5.71409331392679,False,0.8175435066223145
TLH_10,TLH_10_195.png,0.8089940916741901,12.05201747157525,0.728723255953227,19.499323111560287,-0.08027083572096316,7.4473056399850375,False,0.8991069793701172
TLH_10,TLH_10_197.png,0.8327742013725061,12.652087135132446,0.717833567249756,18.267257927111743,-0.11494063412275013,5.615170791979297,False,0.7424371242523193
TLH_10,TLH_10_198.png,0.8407108568837109,12.787042175935223,0.7301642511441162,18.83909132566842,-0.11054660573959474,6.052049149733197,False,0.7517135143280029
TLH_10,TLH_10_202.png,0.8667501092541663,13.100646422504491,0.7114227229252262,18.359935525186696,-0.15532738632894005,5.259289102682205,False,0.7546162605285645
TLH_10,TLH_10_205.png,0.8611584644715634,12.946133109695182,0.6999043768174001,18.425715508012853,-0.16125408765416327,5.479582398317671,False,0.7413592338562012
TLH_10,TLH_10_2057.png,0.5984293489246311,9.610275571429355,0.772281853503304,18.56152365814494,0.17385250457867296,8.951248086715584,False,0.5651662349700928
TLH_10,TLH_10_2058.png,0.613254336777749,9.67505833135702,0.7804562980116335,19.09290611083413,0.16720196123388453,9.417847779477109,False,0.5720610618591309
TLH_10,TLH_10_2059.png,0.6280879014328855,9.959373700303562,0.7781921239722299,18.255090489407348,0.1501042225393444,8.295716789103786,False,0.5517423152923584
TLH_10,TLH_10_206.png,0.8535506212681816,12.698172036151444,0.7058376508965777,19.11117703429538,-0.1477129703716039,6.413004998143936,False,0.8088247776031494
TLH_10,TLH_10_2062.png,0.5795186743521712,9.865048810874592,0.7291012540365768,17.21003164168333,0.14958257968440558,7.344982830808737,False,0.6269121170043945
TLH_10,TLH_10_2063.png,0.5755498049516432,9.913290787853672,0.7289861099613258,17.51223369078201,0.15343630500968264,7.598942902928339,False,0.5391867160797119
TLH_10,TLH_10_2064.png,0.5913510455312244,9.706431951764408,0.6917524618859623,15.944745701386742,0.10040141635473787,6.238313749622334,False,0.5612931251525879
TLH_10,TLH_10_207.png,0.8444359700804585,12.39712035767191,0.7224966902723398,18.808093330009577,-0.1219392798081187,6.410972972337667,False,0.8768064975738525
TLH_10,TLH_10_208.png,0.866067130603433,13.055353256395772,0.6743888125263435,17.594417217375085,-0.19167831807708946,4.539063960979313,False,0.781599760055542
TLH_10,TLH_10_2155.png,0.6710321128199572,10.391823851596012,0.7522676509097357,19.496544111946296,0.08123553808977846,9.104720260350284,False,0.5511269569396973
TLH_10,TLH_10_216.png,0.8677104345364154,13.044828108771878,0.6856169100473158,17.481279838143916,-0.18209352448909955,4.436451729372038,False,0.9072225093841553
TLH_10,TLH_10_2160.png,0.6680877643487836,9.88697357238117,0.7589331118602464,19.815565946837346,0.09084534751146278,9.928592374456176,False,0.5540928840637207
TLH_10,TLH_10_2161.png,0.734941936747113,11.000073743750885,0.7587694440014019,19.870413246035458,0.02382750725428895,8.870339502284573,False,0.7420282363891602
TLH_10,TLH_10_219.png,0.8608616946811612,12.807031586433414,0.7206549703836843,18.78213235101513,-0.14020672429747694,5.975100764581715,False,0.7920382022857666
TLH_10,TLH_10_220.png,0.8722000382590487,13.250560285229295,0.7334832880582409,18.963504146993078,-0.13871675020080776,5.712943861763783,False,0.7910387516021729
TLH_10,TLH_10_221.png,0.8622102562387044,12.627897819805675,0.7079114053658442,18.728720202281472,-0.15429885087286022,6.100822382475798,False,0.8713321685791016
TLH_10,TLH_10_2264.png,0.7644616604661548,11.674751598562978,0.7832375133959354,19.96820904827632,0.018775852929780568,8.293457449713344,False,0.8010220527648926
TLH_10,TLH_10_2265.png,0.775850201466659,11.826223507442023,0.8332328541630507,23.376358843892014,0.057382652696391756,11.55013533644999,False,0.5870811939239502
TLH_10,TLH_10_2266.png,0.7281634653560075,10.974855011381946,0.8013960083914595,21.277480125598615,0.07323254303545201,10.302625114216669,False,0.5324540138244629
TLH_10,TLH_10_2267.png,0.7347812037080924,11.03884993647662,0.7508845990438102,18.457057094454633,0.016103395335717807,7.4182071579780136,False,0.8114485740661621
TLH_10,TLH_10_2269.png,0.7772148545997967,12.065665894964564,0.7638093731332518,18.01242615890325,-0.013405481466544855,5.946760263938685,False,0.880394458770752
TLH_10,TLH_10_230.png,0.8296298406318801,11.835886989004365,0.6747010738546778,17.995407835816454,-0.15492876677720224,6.1595208468120894,False,0.7764930725097656
